-0.245837,-0.129166,-0.0969877,0.833998,0.35238,0.424588,
-0.108802,-0.287423,0.0495903,0.304344,0.952301,-0.0223142,
-0.267185,0.0127571,-0.0912526,0.915554,-0.0576829,0.398037,
-0.278681,-0.0412243,0.0631014,0.998255,0.053394,-0.0252288,
-0.075622,0.0824989,-0.238245,0.19675,-0.206845,0.958387,
-0.0814192,0.0596623,0.261072,0.210326,-0.134894,-0.96828,
0.00704584,-0.0740626,-0.246271,-0.00725595,0.165275,0.986221,
-0.0291791,-0.281346,0.0423154,0.106011,0.993056,-0.0510076,
0.154943,-0.246393,-0.0831232,-0.417264,0.831238,0.367334,
0.0679897,-0.29553,0.0598478,-0.118567,0.981822,-0.148215,
0.156303,0.0897755,-0.181432,-0.587667,-0.339728,0.734325,
0.020721,0.017474,0.276818,-0.0982454,-0.152403,-0.983423,
0.0409475,0.195683,-0.189196,-0.160001,-0.622436,0.766142,
0.0371198,0.177652,0.223778,-0.154877,-0.547177,-0.822563,
0.279405,-0.0285929,-0.0345037,-0.979622,0.108458,0.169047,
0.175897,-0.00256744,0.238306,-0.53735,-0.120329,-0.834731,
0.144112,0.2421,-0.0438483,-0.473369,-0.856754,0.204682,
0.064948,0.0332552,0.264409,-0.179715,-0.0797547,-0.98048,
-0.269136,-0.119842,0.153446,0.916557,0.307413,-0.255776,
-0.262975,0.0351871,0.174111,0.896297,-0.225485,-0.381849,
0.0154913,-0.27426,0.176133,-0.174131,0.913469,-0.367768,
-0.0118985,0.033637,0.328168,-0.0688688,-0.234582,-0.969654,
