-0.0373374,-0.0410707,0.00915934,0.833998,0.35238,0.424588,
-0.0327162,-0.0493482,0.0440117,0.304344,0.952301,-0.0223142,
-0.038297,-0.00166368,0.00825678,0.915554,-0.0576829,0.398037,
-0.0291178,-0.0278758,0.0567942,0.998255,0.053394,-0.0252288,
-0.0264346,0.0307877,0.00135131,0.19675,-0.206845,0.958387,
-0.0288377,0.0259389,0.0190022,0.210326,-0.134894,-0.96828,
0.00523185,-0.0327439,0.000284651,-0.00725595,0.165275,0.986221,
-0.00267625,-0.0330819,0.0295635,0.106011,0.993056,-0.0510076,
0.050627,-0.0385834,0.00871018,-0.417264,0.831238,0.367334,
0.0383479,-0.0500749,0.0227941,-0.118567,0.981822,-0.148215,
0.00938667,0.00484347,0.0021488,-0.587667,-0.339728,0.734325,
-0.00384039,-0.0206267,0.0309621,-0.0982454,-0.152403,-0.983423,
0.000947364,0.0400736,0.0023397,-0.160001,-0.622436,0.766142,
-0.0015995,0.0408581,0.0181376,-0.154877,-0.547177,-0.822563,
0.0344996,-0.0014783,0.00775816,-0.979622,0.108458,0.169047,
0.04156,-0.0326498,0.0296228,-0.53735,-0.120329,-0.834731,
0.02577,0.0279113,0.00732221,-0.473369,-0.856754,0.204682,
0.0200193,0.0133165,0.0192885,-0.179715,-0.0797547,-0.98048,
-0.0399967,-0.0429885,0.0895017,0.916557,0.307413,-0.255776,
-0.0389013,-0.0211843,0.0786483,0.896297,-0.225485,-0.381849,
-0.0280414,-0.0458929,0.0841913,-0.174131,0.913469,-0.367768,
-0.0291158,-0.0250086,0.0857541,-0.0688688,-0.234582,-0.969654,
