0.0550738,0.127072,0.130911,0.92941,-0.361391,-0.0747914,0.226733,0.719056,-0.656925,-0.291186,-0.593595,-0.750237,
0.181931,0.0102091,-0.0242675,0.00146352,-0.998047,0.0624538,-0.191001,-0.061583,-0.979656,-0.981589,0.010495,0.190718,
0.104107,0.00911823,0.148571,0.420673,0.874007,-0.2432,-0.762975,0.485875,0.426375,-0.490819,-0.00619076,-0.871239,
0.130629,0.132792,-0.045637,0.0112627,0.428292,0.90357,-0.767891,0.582498,-0.266532,-0.640482,-0.690842,0.335442,
0.126699,0.121705,0.0906514,-0.723014,0.689975,0.0344316,-0.315597,-0.374224,0.871983,-0.614531,-0.61959,-0.488324,
-0.173608,-0.103266,0.0897201,-0.193815,0.0479122,-0.979868,0.3848,-0.915054,-0.120855,0.902422,0.400476,-0.158914,
-0.120771,-0.116839,0.191765,0.107252,-0.83526,-0.539295,-0.825087,0.227872,-0.517017,0.554733,0.500416,-0.664722,
-0.181689,-0.0396382,0.10158,0.265151,-0.115912,0.957214,-0.110842,0.982502,0.149678,0.957815,0.145787,-0.247664,
-0.140289,0.0468456,0.174336,0.115681,-0.712606,0.691961,-0.714938,-0.54335,-0.440039,0.689551,-0.443806,-0.572325,
-0.05564,-0.187982,0.0862471,-0.0363337,0.152357,0.987657,-0.975704,0.208266,-0.0680212,0.216059,0.966133,-0.141088,
-0.0161118,-0.127651,0.214631,-0.035365,-0.820273,-0.570878,0.997967,0.00131808,-0.0637165,-0.0530174,0.571971,-0.818559,
-0.101628,-0.140925,0.101069,0.00640553,-0.289144,-0.957264,0.853337,-0.497481,0.155975,0.52132,0.817868,-0.243551,
-0.0549593,0.0663349,0.208005,-0.06529,0.802421,-0.593176,-0.97675,-0.173034,-0.126563,0.204197,-0.571121,-0.795063,
